                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    57.80	                     1.71	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1098.15	                    20.00	                   813.02	                    41.10	                  2014.09	                     0.00	                     1.25	                     0.29	                     0.00	                     1.54	                     3.79	                     9.12	                    12.91	                   799.32	                    12.54
                    59.86	                     2.05	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1092.50	                    20.00	                   807.38	                    41.10	                  2014.09	                     0.00	                     1.24	                     0.29	                     0.00	                     1.54	                     3.79	                     9.07	                    12.86	                   825.74	                    12.49
                    62.32	                     2.46	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1091.12	                    20.00	                   806.00	                    41.10	                  2014.09	                     0.00	                     1.24	                     0.29	                     0.00	                     1.53	                     3.79	                     9.05	                    12.85	                   857.40	                    12.48
                    63.80	                     1.48	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1085.89	                    20.00	                   800.77	                    41.10	                  2014.09	                     0.00	                     1.23	                     0.29	                     0.00	                     1.53	                     3.79	                     9.01	                    12.80	                   876.33	                    12.43
                    65.57	                     1.77	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1084.99	                    20.00	                   799.87	                    41.10	                  2014.09	                     0.00	                     1.23	                     0.29	                     0.00	                     1.52	                     3.79	                     9.00	                    12.79	                   899.03	                    12.42
                    67.70	                     2.13	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1079.81	                    20.00	                   794.69	                    41.10	                  2014.09	                     0.00	                     1.22	                     0.29	                     0.00	                     1.52	                     3.79	                     8.95	                    12.74	                   926.17	                    12.38
                    70.26	                     2.56	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1078.64	                    20.00	                   793.52	                    41.10	                  2014.09	                     0.00	                     1.22	                     0.29	                     0.00	                     1.51	                     3.79	                     8.94	                    12.73	                   958.71	                    12.37
                    71.79	                     1.53	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1073.78	                    20.00	                   788.66	                    41.10	                  2014.09	                     0.00	                     1.22	                     0.29	                     0.00	                     1.51	                     3.79	                     8.90	                    12.69	                   978.16	                    12.32
                    73.63	                     1.84	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1073.01	                    20.00	                   787.89	                    41.10	                  2014.09	                     0.00	                     1.21	                     0.29	                     0.00	                     1.51	                     3.79	                     8.89	                    12.68	                  1001.50	                    12.32
                    75.84	                     2.21	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1068.19	                    20.00	                   783.06	                    41.10	                  2014.09	                     0.00	                     1.21	                     0.29	                     0.00	                     1.50	                     3.79	                     8.84	                    12.64	                  1029.40	                    12.27
                    78.49	                     2.65	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1067.19	                    20.00	                   782.06	                    41.10	                  2014.09	                     0.00	                     1.21	                     0.29	                     0.00	                     1.50	                     3.79	                     8.84	                    12.63	                  1062.86	                    12.27
                    80.08	                     1.59	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1062.61	                    20.00	                   777.49	                    41.10	                  2014.09	                     0.00	                     1.20	                     0.29	                     0.00	                     1.49	                     3.79	                     8.79	                    12.59	                  1082.87	                    12.22
                    81.99	                     1.91	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1061.95	                    20.00	                   776.83	                    41.10	                  2014.09	                     0.00	                     1.20	                     0.29	                     0.00	                     1.49	                     3.79	                     8.79	                    12.58	                  1106.87	                    12.22
